group;value
9;102
5;50
4;16
4;15
9;44
0;68
4;57
0;64
8;65
6;108
8;88
0;61
3;62
4;86
0;82
3;73
8;57
3;18
1;92
2;97
5;65
8;32
5;108
8;13
8;4
5;40
7;26
6;95
9;5
4;32
9;18
1;80
4;50
0;100
6;75
3;25
4;16
4;105
2;104
6;4
6;94
4;55
2;40
3;106
6;28
0;67
7;100
4;29
0;109
4;4
2;58
2;101
2;69
7;109
5;111
7;86
8;9
0;22
2;103
6;106
5;34
5;82
8;52
1;56
8;108
7;10
0;3
2;42
8;107
2;47
2;116
7;41
6;0
5;58
4;43
4;101
9;12
1;44
2;16
4;101
5;117
7;6
2;25
5;62
0;75
6;12
3;98
1;14
6;98
8;54
1;17
7;29
9;83
2;66
0;97
6;88
8;37
3;113
6;102
6;59
0;88
9;21
7;3
4;93
3;54
9;60
5;55
4;10
7;39
3;31
2;44
0;111
9;79
7;22
4;83
9;25
9;72
6;37
0;105
4;111
1;71
7;82
7;19
6;39
0;102
5;4
4;82
4;89
6;66
1;101
5;100
3;66
0;38
8;84
6;102
5;73
4;8
1;60
2;106
1;99
4;57
0;45
1;20
3;55
7;4
6;42
4;74
9;28
9;89
0;24
2;48
6;111
1;74
9;92
7;34
9;72
9;73
7;24
5;114
6;7
1;95
4;21
4;28
0;0
3;26
3;117
2;77
9;115
8;24
2;17
5;21
6;25
2;56
0;119
1;73
2;83
5;36
9;94
3;68
1;100
4;119
2;97
0;17
2;24
7;61
0;118
0;79
6;84
8;76
9;46
8;47
6;8
7;102
6;70
4;21
2;93
8;105
2;7
9;49
2;111
0;25
6;8
1;42
5;113
5;95
5;77
5;27
5;65
9;77
3;58
0;98
1;56
1;6
0;90
3;13
0;87
5;100
0;19
5;51
5;42
0;22
8;20
0;40
0;105
6;18
2;26
3;62
0;9
5;116
5;35
1;7
6;48
8;70
9;41
4;78
4;78
4;30
9;47
0;35
9;63
0;23
6;71
5;90
9;113
8;82
5;53
5;82
8;47
9;110
5;79
8;96
5;28
0;3
1;9
2;101
3;94
6;83
4;39
8;116
7;44
0;21
4;4
3;29
9;56
5;80
5;116
0;74
1;17
8;88
2;5
2;38
5;3
7;72
2;89
1;99
6;11
0;94
9;10
6;70
0;11
1;105
6;53
4;109
1;51
4;34
3;26
7;19
6;117
6;8
8;27
2;41
9;42
7;114
4;54
1;52
0;9
4;79
6;44
9;96
4;90
4;33
4;31
2;64
5;48
6;111
6;81
6;50
3;50
7;59
8;97
2;16
8;109
4;46
0;0
6;79
5;41
8;56
9;100
1;88
7;10
4;15
1;95
0;65
5;92
2;76
5;113
3;114
3;63
6;6
4;21
8;61
3;97
9;85
4;17
0;102
4;60
7;49
4;27
6;22
9;118
3;56
7;32
1;17
6;100
9;71
5;23
8;70
8;37
3;109
4;44
4;68
8;2
8;58
1;36
7;17
5;78
0;115
9;73
4;20
2;75
6;85
7;1
8;0
3;85
5;69
7;111
8;41
9;51
8;47
0;26
8;91
7;81
1;7
6;16
0;52
2;22
0;115
0;52
2;93
4;91
0;20
5;100
5;28
7;98
9;50
1;87
9;66
3;31
9;12
0;0
0;14
3;15
1;77
1;46
3;116
6;71
8;116
9;117
7;76
1;95
4;79
8;57
2;60
8;59
0;51
9;112
3;49
0;31
7;1
5;84
6;12
5;71
8;87
3;49
3;6
1;76
1;95
0;24
5;36
8;55
6;65
3;11
2;56
5;79
4;20
2;41
2;23
4;41
9;88
5;33
7;119
3;103
2;0
8;27
4;56
6;39
6;52
6;108
6;31
0;63
3;82
6;11
6;112
3;2
3;93
0;65
6;39
4;92
4;41
1;17
7;91
7;119
1;88
7;33
7;30
9;51
7;115
7;118
5;0
3;119
7;74
3;94
9;96
5;67
4;31
1;1
1;75
1;31
4;55
4;76
9;68
9;106
5;94
1;87
0;6
2;27
5;47
2;28
6;68
1;50
9;77
0;111
3;75
3;112
0;74
5;69
4;93
2;21
9;0
9;29
0;104
0;75
5;17
7;5
8;10
4;83
9;15
9;59
2;65
3;77
8;24
7;0
1;115
6;50
0;111
8;91
2;118
4;82
9;82
9;45
2;52
7;20
3;13
9;22
7;28
8;47
3;98
0;77
8;20
3;42
2;13
4;95
0;95
3;47
3;1
1;38
3;3
6;31
2;52
0;12
2;38
2;67
3;0
3;103
5;88
9;39
6;45
2;19
5;57
7;71
8;69
6;54
0;10
5;0
9;37
6;17
5;57
4;83
2;75
2;78
7;1
2;51
7;71
0;85
5;56
4;95
6;114
4;5
4;108
2;41
0;74
8;7
3;71
9;61
0;41
3;20
6;106
9;64
2;117
2;78
7;111
0;89
7;43
1;85
4;64
5;54
3;57
2;80
5;14
7;85
7;92
3;36
9;99
9;4
8;101
3;23
0;39
4;20
9;35
4;74
7;75
4;100
2;21
0;88
0;37
7;39
4;20
8;59
1;19
1;69
0;92
2;15
4;117
6;97
4;92
2;118
9;73
8;94
9;10
0;91
6;18
7;29
7;77
9;113
4;56
5;55
6;43
3;91
7;83
3;64
9;10
6;107
8;86
5;48
6;90
9;9
3;86
9;89
2;18
2;48
0;109
9;50
4;18
0;49
8;50
0;60
8;46
5;17
6;28
6;81
9;19
7;71
9;105
2;25
8;108
1;102
2;91
1;11
6;6
6;25
0;23
5;33
4;19
1;18
1;56
1;16
7;108
7;7
5;83
9;92
1;45
4;111
5;38
3;7
4;56
6;2
6;93
2;100
8;45
0;59
4;95
1;97
0;7
3;72
2;27
6;63
8;7
3;45
3;45
2;69
6;103
1;84
8;59
4;105
5;91
0;0
9;14
9;30
9;78
9;98
6;118
7;57
1;1
2;38
1;97
9;71
5;50
1;68
4;3
3;19
3;29
5;65
5;22
5;93
3;19
1;110
0;104
8;26
6;109
3;63
4;62
2;5
2;7
4;18
6;99
6;40
5;22
2;65
9;32
3;112
0;44
5;51
1;4
7;83
3;45
3;95
8;109
7;9
4;110
1;104
8;38
8;118
3;52
1;87
6;16
6;9
7;60
5;41
6;115
0;18
4;113
1;31
9;18
3;85
3;47
7;59
8;85
9;40
2;13
7;97
6;64
3;11
9;51
9;47
6;71
4;62
2;1
0;25
4;61
0;26
9;11
2;45
9;43
7;59
6;117
9;33
2;17
9;64
7;119
9;69
8;89
5;3
5;69
7;98
0;57
5;46
2;69
3;18
8;41
4;67
5;116
9;15
3;21
7;87
3;15
4;27
4;117
9;103
2;43
7;32
8;34
0;114
9;117
4;84
2;39
1;92
3;106
1;87
8;66
2;53
3;63
4;6
3;24
5;96
9;82
5;81
4;95
0;63
7;89
7;12
9;12
1;110
3;76
6;10
1;51
2;17
5;5
5;47
5;37
5;94
7;20
7;113
0;72
0;56
5;2
6;65
5;97
1;94
1;30
2;18
7;76
6;11
4;32
3;100
3;46
7;81
7;54
4;3
3;100
9;111
7;44
9;100
5;36
6;1
8;99
5;53
7;58
8;33
6;112
6;54
6;97
3;82
7;38
5;73
9;31
9;5
5;114
5;96
1;102
9;67
4;100
8;47
4;37
2;24
1;101
6;50
5;2
3;10
9;102
5;9
8;77
1;92
2;90
1;35
9;112
1;97
2;102
8;104
0;113
8;88
3;27
5;60
5;36
9;51
5;97
5;22
1;81
0;89
9;56
2;58
1;54
6;6
9;109
3;8
2;103
7;16
6;10
6;64
0;85
2;22
8;58
3;2
6;72
4;108
2;28
4;4
3;68
4;104
4;91
4;4
7;69
9;32
8;53
9;59
6;84
7;88
0;81
3;82
9;78
7;88
8;103
9;95
2;86
3;58
5;10
1;43
1;15
1;96
4;48
7;51
0;76
3;117
5;43
8;32
8;99
0;3
5;40
7;56
7;82
9;89
5;66
1;109
1;97
0;119
2;1
2;63
9;6
6;40
0;115
4;69
6;49
1;10
8;56
9;40
5;98
0;119
3;33
1;63
9;1
7;47
3;52
0;71
7;111
4;99
9;52
1;2
6;14
0;6
1;119
6;40
1;1
4;25
1;25
8;31
4;97
5;62
3;75
5;62
1;93
4;67
0;21
5;91
2;55
8;88
2;115
1;83
3;88
5;15
1;30
3;117
8;42
8;90
2;100
7;14
3;34
3;49
3;48
7;32
3;85
6;111
2;16
4;20
4;2
3;110
0;77
6;32
6;115
3;26
6;42
0;57
1;5
2;10
5;47
6;36
1;50
4;2
4;36
4;77
4;38
9;41
6;92
0;26
9;18
5;65
1;82
9;83
9;62
7;10
1;117
8;117
3;22
8;26
6;46
8;3
7;59
2;6
5;103
4;81
1;22
0;33
5;53
3;28
9;104
1;83
1;6
3;72
6;44
7;24
0;115
5;12
6;43
4;27
8;30
3;98
7;85
8;5
6;12
9;5
9;60
2;56
6;58
3;82
8;47
7;42
7;74
6;19
8;5
7;62
6;91
6;75
1;100
1;108
9;82
9;31
7;8
6;20
5;119
2;54
5;109
7;86
0;90
6;47
0;114
8;15
6;39
2;98
9;22
8;80
7;22
0;113
2;24
4;100
6;36
3;82
0;116
0;76
7;118
2;85
9;11
3;6
4;30
2;54
0;42
3;88
9;88
0;99
0;24
4;25
1;51
5;33
0;88
9;72
7;25
5;101
8;61
2;10
6;98
3;1
5;6
3;101
8;10
5;93
0;74
0;107
8;53
9;44
1;31
8;59
0;22
1;0
0;84
2;62
9;37
3;39
2;74
4;11
2;57
9;106
4;68
3;115
9;52
5;93
0;91
5;113
8;30
5;106
2;3
2;10
5;74
2;63
2;68
2;93
6;69
2;71
7;88
9;3
0;81
2;94
3;50
3;4
0;10
2;37
1;111
9;37
3;44
6;26
4;52
4;116
7;61
1;37
5;0
2;19
5;64
6;44
6;81
1;3
0;72
3;110
7;67
1;109
2;85
6;47
8;99
7;46
5;89
2;76
8;116
2;17
4;63
5;84
9;53
3;9
1;105
0;95
6;20
7;29
4;109
2;43
5;35
4;80
3;69
0;103
1;61
7;82
1;20
9;31
6;4
1;0
2;7
8;68
2;59
8;108
2;30
2;88
3;5
0;51
1;69
8;87
3;77
7;18
1;80
1;37
7;112
4;81
2;38
4;59
4;119
4;11
0;79
9;82
3;61
2;119
2;53
3;51
6;79
2;84
4;70
0;88
2;21
2;83
8;1
1;2
3;46
6;5
1;89
0;9
6;6
3;11
3;24
3;103
9;66
3;31
8;14
9;47
5;47
5;101
4;90
3;4
4;111
2;95
7;115
6;64
1;40
8;37
2;5
7;5
8;13
3;26
8;101
8;36
5;6
2;62
8;70
4;38
7;96
6;62
7;116
2;119
0;11
8;67
3;62
8;69
3;59
4;23
3;63
6;30
3;118
9;53
3;3
3;78
9;4
3;92
9;104
4;60
2;68
2;94
4;56
2;32
2;52
4;87
8;93
5;98
1;76
2;29
7;41
8;1
1;64
7;70
1;66
9;11
7;119
9;58
9;43
4;73
4;46
0;63
6;110
3;67
7;46
6;11
5;25
0;66
4;58
9;44
4;41
7;23
0;91
4;111
9;16
3;106
8;41
4;24
7;56
1;39
7;73
9;55
7;114
9;94
1;57
9;82
5;102
1;65
4;36
3;8
6;36
8;9
4;112
0;42
5;59
8;86
1;110
2;27
8;70
7;56
6;95
9;56
3;67
9;77
0;72
8;103
9;30
8;41
8;64
2;31
6;24
6;27
6;104
8;112
4;89
8;97
0;74
6;19
8;100
8;35
6;15
1;104
2;2
6;3
3;105
5;93
1;91
8;107
6;96
2;0
5;17
9;38
5;85
3;67
5;54
9;108
4;45
6;23
0;111
2;112
5;44
3;51
3;111
2;108
9;79
7;118
3;106
8;116
2;83
2;52
1;27
8;79
2;59
9;18
9;82
9;52
5;77
1;60
1;108
3;85
3;39
2;13
6;28
9;17
7;79
6;67
4;98
0;115
2;18
0;16
8;45
3;68
4;20
4;39
0;48
2;98
1;35
0;113
1;31
9;47
0;36
4;101
5;82
7;0
4;85
9;64
7;65
2;3
1;16
8;117
6;110
3;57
9;105
0;44
7;82
6;4
0;69
3;109
5;113
9;25
5;66
4;36
9;11
6;42
0;69
8;0
6;95
9;45
6;70
8;75
0;56
7;76
3;116
1;30
8;44
7;60
5;19
5;11
9;104
3;39
4;28
6;102
3;11
6;88
4;81
6;106
2;76
7;81
2;84
0;0
8;81
8;11
8;39
4;88
8;111
5;11
1;116
9;17
7;39
6;54
6;85
3;34
7;92
2;86
6;18
7;91
8;52
9;3
4;82
1;93
5;53
3;71
5;34
1;111
4;31
5;10
0;57
3;104
5;78
7;54
8;65
1;105
4;73
6;115
8;95
1;41
1;102
8;26
9;31
5;3
5;35
4;72
5;72
3;66
6;66
1;13
3;118
8;112
3;39
5;69
8;29
0;47
9;99
4;72
4;78
2;73
4;85
1;77
7;17
8;4
2;76
7;92
3;109
6;68
2;66
4;36
9;28
1;7
8;56
6;25
5;81
5;95
0;65
7;24
4;70
0;95
2;73
4;52
3;105
2;118
4;96
1;28
1;28
6;45
1;69
4;51
4;113
1;21
8;102
7;59
5;15
2;11
1;21
6;116
9;69
4;78
3;8
2;29
3;101
0;119
0;2
8;77
4;109
1;116
6;41
1;95
3;39
3;14
7;15
4;54
4;34
0;16
3;46
5;100
0;41
9;20
4;52
3;115
8;117
8;102
6;51
2;117
4;98
9;44
9;24
4;83
5;76
7;0
3;94
9;119
2;0
0;16
5;32
2;33
2;98
9;91
2;20
3;9
2;33
4;104
9;47
3;111
7;37
2;106
6;80
7;74
2;43
5;52
2;111
1;31
7;111
3;109
4;53
6;112
2;105
9;66
2;22
0;92
0;84
2;114
0;98
6;76
7;90
8;99
3;53
5;111
4;31
5;26
8;93
6;91
9;87
9;110
4;107
1;35
3;65
9;23
5;59
5;91
0;97
9;8
7;22
6;64
3;31
3;47
5;67
4;68
6;9
5;68
0;96
0;5
8;25
1;79
9;86
2;66
1;61
3;78
0;112
0;84
9;41
5;52
2;78
3;20
6;44
9;79
6;44
6;117
2;44
1;25
5;16
9;81
5;28
6;106
5;35
2;77
4;79
9;117
1;47
7;75
4;33
3;63
5;46
8;9
2;2
8;61
6;103
0;56
1;112
7;8
5;13
6;39
1;16
8;48
4;54
9;107
5;17
6;115
1;27
5;61
2;94
7;106
9;44
9;75
3;105
1;55
3;57
4;21
5;72
4;101
3;3
5;28
2;101
3;27
6;69
3;62
4;25
3;42
7;118
5;46
5;78
9;114
7;94
2;47
5;56
4;63
1;81
5;50
3;16
9;50
0;57
5;116
0;42
7;103
5;57
6;104
9;98
5;23
3;16
9;61
9;78
9;68
9;22
9;83
4;17
2;30
2;10
9;114
5;61
0;95
3;69
5;109
0;115
9;88
8;75
3;101
4;30
8;38
5;54
1;16
3;64
3;97
7;76
4;40
6;7
5;67
8;13
3;82
7;58
6;86
0;76
3;110
9;107
4;59
3;110
4;18
7;56
7;62
3;33
5;56
2;14
0;119
8;58
9;32
2;11
6;76
6;89
6;0
7;83
7;105
3;65
2;75
8;20
4;104
5;92
3;108
9;20
0;85
8;65
9;32
6;1
6;41
8;67
3;11
3;65
7;24
4;19
1;27
3;105
6;96
7;91
4;46
3;93
7;28
2;16
2;48
0;79
5;0
4;7
7;66
3;82
2;40
5;105
7;10
1;33
3;101
7;86
8;85
8;14
9;50
3;65
8;84
9;82
9;69
2;70
2;88
0;52
7;107
7;104
4;43
4;92
1;11
1;7
7;27
3;27
7;77
5;38
2;1
9;47
6;13
7;79
4;50
7;16
9;103
9;78
4;44
1;89
0;75
8;8
8;84
3;7
9;111
7;89
4;18
7;8
8;62
3;49
8;77
7;70
4;45
0;107
3;14
1;43
5;111
1;119
1;53
4;82
1;112
6;99
0;55
8;6
9;100
8;6
3;75
3;115
6;55
2;93
6;89
3;83
4;65
5;44
7;34
0;89
0;59
5;102
2;69
4;48
5;38
8;8
5;14
2;9
9;80
2;46
6;54
7;100
1;73
4;14
0;4
1;27
1;63
2;80
1;84
3;18
5;17
6;1
7;87
4;47
5;68
0;25
3;75
0;13
2;106
5;41
3;5
6;19
0;7
3;57
6;81
4;76
5;48
9;115
1;85
2;62
9;43
8;63
2;36
0;46
6;111
2;31
8;26
3;11
8;104
0;90
8;69
2;104
4;115
7;20
3;88
5;28
3;61
9;36
3;63
6;112
9;108
5;114
8;96
6;46
8;26
8;102
6;50
9;74
5;117
5;98
4;53
4;59
1;37
4;102
3;105
9;103
3;50
7;93
2;87
0;18
2;29
3;15
7;101
4;35
7;91
2;109
6;27
6;37
5;23
8;29
5;95
8;82
1;12
6;26
2;35
8;39
7;104
3;93
1;83
4;111
5;16
3;13
3;27
9;22
0;81
7;66
6;4
6;39
5;104
1;50
3;100
0;105
8;65
7;109
3;32
2;95
2;113
4;31
7;22
9;86
8;72
8;75
1;44
1;42
2;16
2;84
1;8
1;108
9;63
3;25
5;17
8;72
0;13
9;87
7;9
6;2
2;87
9;44
8;76
4;6
9;26
0;80
7;16
0;18
0;84
5;59
3;12
5;97
0;118
9;12
5;6
4;75
7;91
6;64
5;89
4;55
5;2
4;95
5;94
9;42
8;64
8;34
8;57
3;88
8;72
8;92
5;76
4;31
0;110
2;8
2;71
6;99
0;45
4;50
3;95
6;14
8;15
0;38
8;55
9;5
0;45
8;15
1;83
4;35
8;80
7;86
0;46
7;44
8;22
5;71
9;81
8;110
4;41
3;15
6;54
8;62
9;41
6;102
5;111
6;10
9;94
1;102
9;115
2;3
8;107
3;18
1;109
4;33
0;7
8;117
6;18
0;68
8;76
5;118
1;15
7;47
5;73
3;34
6;106
4;97
2;105
5;70
4;115
8;21
8;18
4;74
9;111
0;117
0;64
4;28
0;98
3;103
9;52
9;101
8;56
6;30
1;110
9;59
5;95
8;51
3;59
6;20
7;91
1;96
4;39
3;47
8;100
4;80
2;70
5;82
9;68
8;73
1;27
1;95
3;58
1;20
7;18
1;118
0;10
8;9
8;71
0;65
2;4
3;8
2;113
7;46
4;115
3;103
0;26
6;83
6;54
7;115
3;94
8;12
4;117
0;116
1;62
0;13
3;116
2;119
8;75
8;33
4;119
0;12
3;59
4;34
9;55
7;16
8;31
3;105
9;97
2;27
3;32
3;67
1;28
0;32
3;2
6;60
3;96
9;10
7;44
2;54
2;45
0;71
9;90
6;22
0;0
1;56
1;78
3;62
0;29
8;17
0;115
9;106
4;71
9;84
1;5
7;33
4;35
6;28
2;60
8;39
9;82
6;1
4;62
7;69
0;106
1;61
1;112
8;98
1;74
8;40
6;96
3;20
8;109
2;45
2;113
8;64
2;69
3;96
5;45
1;110
0;66
0;88
7;7
3;3
2;28
3;6
2;109
0;117
6;96
8;24
0;38
7;93
1;91
4;43
3;65
2;89
4;108
0;36
7;91
4;25
4;81
9;111
4;77
7;26
8;5
7;28
7;80
6;100
0;36
9;77
7;0
1;112
9;113
9;83
8;88
2;8
5;46
1;44
7;111
0;118
8;79
8;102
2;116
0;30
5;27
9;114
2;46
5;72
9;28
5;14
2;102
9;41
1;86
3;103
0;97
5;45
5;101
2;92
5;34
2;45
3;111
3;75
1;5
4;71
3;49
7;35
9;13
8;72
7;10
9;89
1;7
8;90
0;82
3;12
9;69
0;90
3;50
8;110
6;78
4;22
1;45
1;83
5;26
1;39
2;69
9;56
7;88
7;57
9;89
4;102
4;92
5;104
7;8
3;47
4;22
9;108
2;43
5;13
0;94
7;29
7;86
5;39
8;22
0;103
6;75
0;108
4;116
8;69
5;31
4;49
5;11
1;104
0;6
7;0
4;35
3;45
9;23
3;23
6;119
5;28
4;65
9;12
4;54
5;59
0;33
0;69
4;23
7;22
0;26
3;54
9;12
4;104
9;47
1;17
2;116
1;94
1;66
8;115
9;42
2;0
1;80
7;22
4;58
6;10
0;90
2;13
8;72
5;54
7;51
3;29
0;6
0;0
6;36
0;21
8;25
5;106
4;101
2;59
8;85
8;10
6;95
8;98
9;54
7;18
3;80
5;35
6;21
7;99
6;23
0;65
6;40
8;66
5;68
9;109
3;119
1;22
0;77
6;16
5;98
4;102
3;88
0;97
2;38
9;14
6;14
1;119
7;63
2;37
0;76
8;66
0;71
2;4
8;23
4;2
3;106
6;58
8;119
6;40
9;80
8;78
9;28
8;56
9;118
3;64
4;117
7;62
1;105
7;79
6;40
4;31
4;63
5;30
5;71
6;0
3;2
7;98
2;112
9;109
4;6
5;8
5;1
5;89
7;41
2;104
9;106
9;38
9;106
0;12
1;16
1;104
1;71
5;6
4;44
3;100
9;50
6;21
6;28
9;51
2;18
8;39
6;79
4;23
1;104
5;101
7;36
8;117
6;63
1;117
1;74
4;108
5;45
2;96
4;24
3;93
0;82
4;104
2;47
2;9
7;1
3;32
2;51
9;30
1;0
1;1
9;64
7;87
8;114
5;55
2;74
9;95
7;31
9;42
2;111
8;65
0;41
2;35
1;67
2;33
6;2
4;28
3;30
7;47
8;96
0;76
0;90
4;6
3;77
0;77
1;66
0;102
9;96
3;112
6;82
0;114
8;112
6;70
3;71
0;14
5;5
7;80
9;82
7;105
3;35
7;23
9;101
5;0
9;0
9;86
4;41
8;89
1;43
2;114
4;58
6;38
8;10
4;89
2;54
4;43
6;116
7;33
3;118
9;7
1;39
2;96
5;45
2;30
7;13
4;79
6;61
2;51
5;21
2;69
0;30
5;3
3;16
1;57
0;58
7;74
5;9
2;38
5;35
0;31
0;16
4;90
8;76
2;112
5;63
0;43
9;92
4;57
4;42
1;5
7;11
9;15
6;111
8;30
9;9
5;66
8;52
6;44
5;35
3;14
0;108
1;1
3;20
2;113
2;19
0;31
3;63
1;1
2;51
3;33
5;41
7;94
2;40
4;106
7;107
0;58
7;65
3;55
9;81
0;40
3;71
8;18
8;70
6;0
8;29
2;74
4;23
2;42
5;28
7;80
2;49
1;98
0;111
6;75
5;100
7;30
3;20
0;79
7;112
3;84
3;111
2;99
1;50
8;31
6;66
7;26
7;31
3;73
5;115
8;80
4;91
2;13
9;39
5;114
8;7
7;82
2;87
0;71
3;31
5;104
9;47
4;55
0;14
9;96
3;118
9;103
4;50
3;65
7;90
7;6
8;24
7;85
7;77
6;109
7;2
8;65
4;60
8;111
4;78
4;45
3;27
9;27
4;115
6;71
8;80
9;55
3;17
9;67
3;59
1;60
2;56
3;15
6;19
8;94
4;42
4;66
9;92
1;25
1;31
8;32
9;56
3;114
1;87
2;0
1;22
1;106
5;69
1;39
4;6
6;44
1;30
3;15
4;108
0;16
9;116
3;99
7;94
5;70
9;71
6;93
2;83
9;24
4;26
7;17
8;24
2;58
4;96
2;86
3;15
1;95
7;74
7;97
6;114
4;37
9;64
1;97
8;16
7;63
1;18
7;28
2;81
2;85
2;5
9;82
5;69
7;16
9;55
7;62
7;109
4;70
8;77
8;60
4;104
2;12
7;46
9;9
7;93
1;106
8;35
9;72
0;92
5;41
5;77
5;51
3;17
7;41
7;102
5;1
4;29
5;28
2;100
8;95
4;36
3;53
0;25
1;12
7;20
5;109
0;27
7;66
3;91
8;3
0;70
4;84
5;99
4;114
5;6
0;81
0;27
6;81
4;90
9;72
1;10
5;27
9;28
5;89
7;31
5;52
2;49
7;86
4;113
5;11
3;41
4;62
2;42
6;83
9;108
4;75
5;89
8;10
9;113
2;15
5;112
9;50
3;70
0;36
8;25
0;4
5;61
2;70
7;105
6;35
3;105
5;66
2;75
0;107
4;96
7;60
7;58
2;39
4;41
3;54
1;108
8;28
7;73
0;26
0;62
4;33
3;6
4;74
7;34
2;118
5;96
4;68
0;95
5;105
5;36
1;48
2;95
9;19
9;8
2;12
0;66
0;54
8;96
5;55
7;19
0;26
0;66
6;5
4;68
8;108
2;84
9;43
0;79
7;81
5;102
1;19
0;41
6;75
3;23
6;63
7;9
2;83
3;103
4;9
0;21
0;66
0;72
3;84
1;68
8;5
1;5
8;112
3;50
5;32
5;21
8;0
6;68
0;111
8;107
3;66
5;27
9;106
9;18
7;38
0;25
4;3
4;104
5;65
2;96
6;28
5;95
3;97
1;5
3;105
5;9
3;27
9;76
8;43
0;21
1;47
5;114
1;66
6;83
8;8
9;53
4;22
0;104
4;6
5;41
6;16
5;119
9;7
8;37
3;42
9;54
6;103
2;26
9;1
2;55
7;71
7;119
5;95
2;23
1;52
7;13
7;46
1;59
8;59
2;20
2;106
9;6
5;8
4;35
2;19
5;80
6;119
6;112
5;112
3;7
2;52
3;45
3;16
0;18
8;110
6;16
6;39
1;46
2;76
2;58
5;36
7;42
1;95
9;102
6;31
2;86
4;106
2;89
6;23
0;11
3;43
3;7
6;87
9;49
4;59
4;72
3;112
8;83
8;20
6;73
1;88
7;117
7;96
6;111
0;75
8;79
1;39
9;4
6;66
1;20
0;19
3;15
9;102
8;2
6;95
8;73
3;108
6;111
2;80
8;76
2;30
7;92
9;111
4;32
6;113
2;12
8;85
2;30
6;16
1;35
3;58
7;10
8;5
0;34
5;100
8;87
6;112
1;27
7;31
8;41
4;28
3;50
2;43
3;101
7;8
5;56
7;73
6;60
4;9
7;9
8;64
6;110
2;104
5;12
0;23
1;12
1;47
6;20
9;8
6;119
5;119
2;118
9;25
6;82
8;18
1;36
1;3
8;54
8;113
1;79
6;110
6;75
6;39
7;20
2;22
4;56
4;117
4;48
4;108
2;1
5;37
8;88
4;94
0;17
7;116
2;12
6;87
7;14
9;82
0;110
9;52
7;39
0;56
2;108
2;113
3;17
8;65
9;47
5;4
4;115
6;24
5;90
4;81
3;70
2;73
0;78
4;0
3;63
9;84
0;105
0;74
6;24
6;20
7;100
4;3
3;41
9;112
1;57
2;84
5;19
7;115
8;28
8;50
4;37
3;55
1;56
3;71
0;31
1;48
6;116
2;97
0;64
6;68
2;23
1;7
4;92
6;30
9;99
8;107
1;13
8;84
6;31
5;78
9;15
3;5
3;53
1;112
9;89
4;44
6;111
2;97
0;16
9;113
6;83
7;44
6;59
9;20
6;8
7;6
5;55
4;19
2;2
8;59
6;68
7;70
4;16
1;41
1;114
2;29
2;60
2;84
6;35
3;13
7;77
1;32
0;58
0;17
2;49
8;100
8;109
0;95
7;119
7;2
2;47
0;32
4;116
6;19
4;78
6;29
8;102
1;27
4;111
6;42
2;57
9;16
8;53
1;101
3;16
1;114
4;105
2;72
9;90
3;14
7;89
8;6
8;76
5;103
2;45
7;113
4;119
2;79
7;83
1;85
2;83
3;35
5;1
2;43
1;99
1;106
5;2
2;33
8;56
3;107
6;39
9;87
1;13
4;14
2;107
9;16
8;58
5;86
9;32
8;102
2;66
6;110
8;106
7;39
9;43
3;4
8;106
8;34
9;32
2;92
2;118
9;24
0;64
8;66
1;35
3;27
6;14
0;35
2;117
4;63
1;32
8;48
1;58
6;53
9;32
9;74
0;61
0;37
6;52
2;107
2;53
7;90
5;99
3;109
0;109
9;6
2;79
2;37
0;6
6;107
2;34
3;25
5;104
6;76
4;77
9;77
8;28
0;11
3;33
1;5
6;84
1;35
4;51
4;17
9;38
7;29
7;119
5;54
7;115
4;21
6;18
7;93
1;38
2;94
7;101
5;5
3;24
2;94
4;117
9;111
5;30
5;35
0;99
6;48
2;68
4;26
3;96
8;93
8;13
6;86
5;44
4;81
6;39
5;16
9;13
8;49
6;39
0;57
8;25
7;25
2;110
8;29
1;27
2;67
6;11
8;82
9;13
4;84
2;3
8;36
4;113
6;2
9;32
0;118
0;66
3;16
3;46
1;68
7;69
5;8
4;40
4;16
4;71
0;101
1;59
8;61
0;28
9;13
6;57
2;16
0;106
4;75
6;80
6;37
1;65
2;72
7;57
5;23
2;7
3;115
0;100
9;40
9;16
3;22
4;17
8;10
9;58
8;40
1;92
0;23
0;110
7;71
6;67
9;34
9;14
9;108
2;29
0;54
5;90
7;9
6;98
5;3
9;63
4;96
2;103
6;48
8;27
1;22
9;66
7;52
1;50
0;26
3;73
3;94
4;34
8;113
3;68
0;36
2;82
8;0
7;27
2;66
4;95
2;99
6;1
0;90
6;84
5;118
7;46
2;118
8;4
3;55
0;71
9;50
5;71
4;3
8;119
9;25
7;41
1;62
9;106
8;47
5;84
2;103
1;35
5;76
2;9
0;14
7;24
3;46
0;8
8;24
1;74
0;37
3;69
7;106
9;72
7;37
9;56
5;60
6;97
8;43
1;54
2;102
6;17
7;65
6;113
1;54
1;93
0;82
0;17
1;43
6;42
6;64
6;103
0;61
3;3
2;62
6;24
2;45
9;8
1;82
7;51
6;84
3;44
6;50
4;0
6;101
8;113
4;81
0;59
7;5
9;61
0;31
5;88
3;11
4;16
9;82
3;45
2;8
6;72
2;13
8;15
7;25
5;59
1;58
5;36
6;8
2;23
3;117
2;48
8;53
6;90
5;62
5;74
0;9
